seed,mode,behavior,reward_self_persistence,policy_self_persistence,mean_bout_length,median_bout_length,bout_count
30,1,Attack,1.3631361415026966,0.9938091262618489,91.92857142857143,56.5,14
30,1,Investigation,1.647446826876231,0.99134500256406,125.51771117166213,59.0,367
30,1,Mount,1.3690998520919764,0.9861132138702,101.38571428571429,77.0,70
30,1,Other,1.6509754773676895,0.9976719112465223,147.34653465346534,82.0,404
30,2,Attack,1.3373683135522123,0.9831172456824596,71.91666666666667,67.5,24
30,2,Investigation,1.4233971879759562,0.9913668062906071,30.11340206185567,23.0,97
30,2,Mount,1.3722131127207045,0.998108675617828,56.27777777777778,39.0,18
30,2,Other,1.2742416233829692,0.9085385741293985,6.258620689655173,1.0,58
