seed,mode,behavior,reward_drive,policy_drive,empirical_freq,occupancy
30,1,Attack,-1.0867359779671508,0.014497301932463484,0.018315018315018316,0.7431941923774955
30,1,Investigation,4.464702567453266,0.7195757042281393,0.5067155067155067,0.7431941923774955
30,1,Mount,-7.881817012518472,0.022130700186284213,0.03540903540903541,0.7431941923774955
30,1,Other,-0.9172444014839037,0.5771294473942303,0.43956043956043955,0.7431941923774955
30,2,Attack,-0.6569563852853534,0.042908960089571485,0.09187279151943463,0.25680580762250454
30,2,Investigation,1.3747817975240917,0.6658971881451903,0.4134275618374558,0.25680580762250454
30,2,Mount,-3.4996745057826746,0.18418035376817973,0.19434628975265017,0.25680580762250454
30,2,Other,-0.8065528621136103,0.44034659448548163,0.3003533568904594,0.25680580762250454
